NAME,TICKER,SECTOR,COUNTRY,44848,44834,44804,44773,44742,44712,44681,44651,44620,44592,44561,44530,44500,44469,44439,44408,44377,44347,44316,44286,44255,44227,44196,44165,44135,44104,44074,44043,44012,43982,43951,43921,43890,43861,43830,43799,43769,43738,43708,43677,43646,43616,43585,43555,43524,43496,43465,43434,43404,43373,43343,43312,43281,43251,43220,43190,43159,43131,43100,43069,43039,43008,42978,42947,42916,42886,42855,42825,42794,42766,42735,42704,42674,42643,42613,42582,42551,42521,42490,42460,42429,42400,42369,42338,42308,42277,42247,42216,42185,42155,42124,42094,42063,42035,42004,41973,41943,41912,41882,41851,41820,41790,41759,41729,41698,41670,41639,41608,41578,41547,41517,41486,41455,41425,41394,41364,41333,41305,41274,41243,41213,41182,41152,41121,41090,41060,41029,40999,40968,40939,40908,40877,40847,40816,40786,40755,40724,40694,40663,40633,40602,40574,40543,40512,40482,40451,40421,40390,40359,40329,40298,40268,40237,40209,40178,40147,40117,40086,40056,40025,39994,39964,39933,39903,39872,39844,39813,39782,39752,39721,39691,39660,39629,39599,39568,39538,39507,39478,39447,39416,39386,39355,39325,39294,39263,39233,39202,39172,39141,39113,39082,39051,39021,38990,38960,38929,38898,38868,38837,38807,38776,38748,38717,38686,38656,38625,38595,38564,38533,38503,38472,38442,38411,38383,38352,38321,38291,38260,38230,38199,38168,38138,38107,38077,38046,38017,37986,37955,37925,37894,37864,37833,37802,37772,37741,37711,37680
S1,0000001,Financials,Chile,0.015466005,-0.078267,0.02262534,-0.046285468,-0.174247984,0.056826198,-0.104552828,0.188771556,0.009208491,0.248433448,-0.051373823,0.010755197,-0.149902676,-0.050802873,0.044164489,-0.013166864,-0.055839202,0.000739747,-0.093334406,0.113200131,0.173235687,0.021809733,0.113046812,0.218634601,-0.034746569,-0.138578649,-0.126374512,0.028590825,0.040089263,-0.048412828,0.134025291,-0.164877284,-0.065261954,-0.14228722,0.098652329,-0.180262429,-0.136215915,-0.057617682,-0.007790764,-0.051547433,0.005511722,0.026901901,-0.057797147,-0.095500602,-0.030340598,0.066477252,-0.025782009,0.013189478,-0.056574118,-0.010710459,-0.038684146,-0.001929144,-0.044994772,-0.072783058,0.04313333,0.040486383,0.01117444,0.129128455,0.12750733,-0.152518363,0.039432987,0.0421247,0.031851851,0.076556976,0.049724141,0.037670669,-0.016416785,0.120807444,0.061045501,-0.047386551,0.017845964,-0.006504075,0.093503599,0.005335938,0.039040605,0.054533031,0.087629929,-0.048071423,0.012302053,0.08904606,0.045321372,-0.005487183,-0.022590187,-0.066633638,0.021367285,-0.053261468,-0.062662972,-0.041646639,-0.036682287,0.045099384,0.047094507,0.012652,0.090203151,-0.021306773,-0.106325541,0.038687266,-0.101212953,-0.08567727,-0.050816736,-0.031491727,0.102838634,0.001136556,0.059348685,0.112377971,0.043361743,-0.142756669,0.004444177,-0.042114934,-0.069698094,0.131154175,0.042582525,-0.098804625,0.052131661,-0.045160302,0.013870105,0.015706776,-0.083051441,0.092893948,0.031291339,-0.020468944,-0.0701612,0.030853172,0.009556427,-0.06636534,0.031967627,-0.071964486,0.010926296,0.046533366,0.049944378,0.05194707,0.111042876,-0.200196146,0.054282372,-0.17285915,-0.040420065,-0.040226035,0.043446848,-0.036928229,0.09035211,0.053019891,-0.032092827,-0.135890037,-0.024227481,0.024818605,-0.047048109,0.153466907,0.01246807,0.214087003,0.07957337,0.006847024,-0.000635818,0.0723219,0.003119571,-0.014250651,0.000569128,0.088964946,-0.07250844,0.112284448,0.042728051,0.095788408,0.176589619,0.111056884,0.142601219,-0.024311445,0.001872334,0.089829213,0.039364421,0.006510666,-0.189873227,-0.087659344,-0.049806161,0.109541612,-0.175397711,0.034368848,0.053240109,-0.03331772,0.016173493,-0.035973592,0.038416627,-0.125248376,0.052400466,0.027077214,-0.027915256,-0.051200784,-0.003425944,-0.001072494,0.017857155,0.003044308,0.004170209,0.066871067,0.002715222,0.027334227,0.053355347,0.046712866,0.095604879,-0.020167917,-0.049116092,-0.103131537,0.041558854,-0.102421409,-0.064943751,0.144810986,-0.042236119,0.162004584,-0.112861545,0.179148942,0.079140404,0.070159007,0.055668372,0.052809846,-0.006327633,-0.084805093,0.056219702,-0.03820923,0.16555898,0.016361917,0.002675725,0.004224047,-0.026146679,0.054568371,0.003676886,0.017754935,-0.038958333,-0.031907399,0.04384764,0.07426457,-0.017347036,-0.032025362,0.00314917,0.143354042,-0.037157939,0.12700253,-0.033724713,0.018287598,0.232333846,0.033275402,0.021872683
S2,0000002,Materials,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.029491484,0.02119484,-0.074419478,-0.017695282,-0.05608893,-0.021373649,0.030170291,-0.027945279,0.009710414,0.038496308,-0.03777816,0.011629618,-0.021494762,0.168796233,-0.00941165,-0.016990271,-0.036519297,-0.01334988,0.06330207,0.151706654,0.207410343,-0.051359559,-0.073265981,-0.016893706,0.055299891,0.029861036,-0.012930599,-0.059310229,-0.105449005,-0.020322125,0.021890194,0.074444864,-0.00555813,-0.031955746,0.036652344,0.010205302,-0.143450505,0.003857537,-0.011522647,-0.042958161,0.140311265,-0.077534531,-0.005072123,-0.078031085,-0.00015654,0.005204891,0.028629551,-0.151640836,0.040597082,-0.032010852,-0.091079213,0.22412308,0.075832104,0.223407203,-0.030835681,0.229746995,0.218258683,-0.004999877,-0.003761038,-0.048895127,-0.153883059,0.013110293,0.139167244,-0.018719318,-0.088767139,0.026659052,0.163472745,0.185020405,0.147649692,-0.018267638,-0.048107301,0.022943946,0.347533533,0.516897799,0.38207662,0.141173669
S3,0000003,Materials,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.022624884,0.104191715,-0.071689645,0.24281901,-0.006566647,0.00611893,0.088752599,0.196401782,0.095047068,0.055506534,-0.158755163,-0.043468832,0.146425935,0.224136908,0.023043697,0.154673343,0.106455113,-0.009726968,-0.022177103,0.224454454,0.154055403,0.075750195,0.234288089,0.320673896,-0.064997369,0.04619453,-0.038801358,-0.047014238,-0.091678295,-0.509885402,-0.380860815,0.002003233,-0.033699319,-0.038883064,0.248263478,0.267884697,0.002178216,0.081850806,-0.068039742,0.058619539,-0.000123168,0.048395014,0.081200213,-0.040257924,-0.055933146,0.053763211,0.139374849,0.105681088,-0.002235306,-0.02284218,0.247864488,0.043041157,0.093279085,0.119098961,0.006708684,0.181706001,-0.00259887,0.216653113,-0.016843627,0.113441058,-0.068997226,0.020293494,0.364345372,-0.150468749,-0.022936712,-0.014853176,0.24567116,-0.034896618,0.00729801,-0.143463295,0.100333592,0.028018993,-0.056467158,0.193063169,-0.038226491,-0.046450269,0.457549237,0.233525096,0.256615282,-0.033953534,0.451693006,0.041766943,-0.079138902,-0.043867704,0.549425441,-0.032174826,-0.135926026,0.10505994,-0.023016925,0.154562282,0.065892278,0.424242572,0.297316193,-0.041205714,0.058162242,0.754661182,0.551300366,-0.105351913
S4,0000004,Information Technology,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109150305,-0.044952267,0.769391584,-0.164175159,-0.295565091,-0.16412119,0.019306526,0.401589212,-0.35664671,-0.191450173,0.159236806,-0.201624874,-0.133360922,0.017678185,-0.144342029,-0.042125625,0.10173261,0.104284795,0.077314965,-0.068919741,0.102290112,-0.034433113,0.021096501,0.2377087,0.00898076,0.033028368,-0.131623159,0.07956378,-0.023356867,0.094899049,0.024579611,0.124022206,-0.279093525,-0.038328779,-0.041880332,0.016091307,0.089973798,0.138816566,0.036946408,0.077615383,-0.033461687,-0.178712703,0.145597438,-0.066204872,-0.029734055,-0.155409784,0.125809284,-0.07398865,0.128681558,-0.214707863,0.047957152,-0.174406333,0.166899327,0.141967548,0.397447048,-0.208222093,0.167260571,-0.388597103,0.253804576,0.133281715,0.266570176,0.281821266,0.327985274,0.024920883,0.064808107,0.341121278,0.002585478,0.273836645,0.352587742,0.037501732,0.317328241,0.103423427,-0.07961149,-0.147203784
S5,0000005,Financials,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004913689,-0.090153775,-0.002304672,0.010577151,-0.011326851,0.034992497,-0.042589923,0.054530472,0.044793783,0.084607466,0.23483008,0.148212935,0.001538629,0.347502067,0.014153434,-0.037202318,0.038140479,-0.008371042,0.022506461,0.006227311,0.024413937,-0.013322863,-0.029376339,0.033493557,0.038433415,-0.058347358,0.052664487,0.05553511,-0.011085911,0.053194514,0.172927305,0.065220047,0.012095738,-0.020313278,-0.075883163,0.038085276,-0.016614086,-0.019584349,-0.088191414,-0.026847899,-0.008080888,-0.022010899,0.036074453,0.068108955,-0.04552808,-0.038800351,-0.018425535,-0.016003032,0.018006977,-0.001134637,-0.052870541,-0.073134919,-0.020339335,-0.063926533,0.000787198,0.002137069,-0.024262339,-0.063777869,-0.018300987,-0.018350016,0.009850716,-0.032973681,-0.03589484,0.015293529,-0.048365593,-0.033235863,0.078036672,-0.049059782,-0.054791182,0.050552227,-0.037052281,-0.034186464,-0.035014459,0.008659447,0.050303323,0.003312188,-0.070570866,0.137581061,-0.163422667,0.010455851,0.090238605,-0.009587078,-0.072827473,0.036579163,-0.146471187,-0.059727807,0.061629932,-0.004656731,0.022586096,0.009550135,0.059209196,0.060997521,-0.030879563,0.038117555,-0.019097913,-0.042755297,-0.05080307,0.115998159,0.298099066,-2.21358E-05,-0.051722406,0.042825125,0.007414832,0.023276136,-0.056788798,0.016410147,0.051987726,0.004986558,-0.009412768,0.023910886,0.023828834,0.069339505,0.154628489,0.006697252,0.088828088,0.065611723,0.059426783,0.015539797,0.023698491,-0.174322262,-0.112042691,-0.016787847,0.058773778,-0.129520622,-0.019350415,-0.00349493,0.027230996,0.020599954,0.064957927,0.01796044,-0.077954673,0.082792677,0.013787302,-0.007734427,0.03730827,0.015786951,-0.015606914,0.052974397,0.020463506,0.013610477,-0.012946795,-0.050122067,-0.031027512,0.028359245,0.118072356,-0.014212538,-0.021656012,-0.025721009,-0.032938196,0.010581973,0.102215534,0.011275138,-0.080211202,-0.015466113,0.103465489,-0.076582118,0.051778941,-0.023967204,0.040766351,0.040036588,-0.016035879,-0.059153056,0.004520179,-0.011722472,-0.032433192,0.087637725,0.102630436,-0.013750463,-0.019245158,0.099491517,0.038697799,-0.061499104,0.013953878,-0.125001518,0.022902068,0.12756203,-0.04151192,0.067059227,-0.150968851,0.393247932,0.062932921,0.147600742,-0.038859086,-0.000805289,0.034123094,0.12556442,0.050399458,-0.0471343
S6,0000006,Consumer Discretionary,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028957544,0.066601671,0.078816583,-0.060687577,0.0559091,-0.109572828,0.007646786,-0.005541058,0.300439838,-0.095385188,0.147047941,-0.26324305,0.060930501,-0.024876336,0.054123902,0.019052584,0.076867422,-0.039173454,0.374676972,-0.045521155,-0.143371019,0.135333448,-0.035267397,0.006041057,0.13849928,-0.048325596,-0.133010761,0.194022588,0.247525565,0.086018415,0.182416471,0.0557787,-0.036624519,0.082563171,0.16412767,-0.168024981,-0.029100577,-0.011947873,0.067455964,-0.024959413,0.049033442,0.022001787,0.166981713,0.190416447,0.040205108,0.060319542,0.1344146,0.237324751,0.126468993,-0.151329072,-0.116886969,0.224968839,-0.01977259,-0.186572383,-0.29996654,-0.287004292,-0.188217772,0.015749145,-0.101497214,0.051710859,0.064583916,-0.04427944,0.136707153,-0.095289169,-0.090028025,0.048820122,-0.006284646,-0.034988867,-0.03676008,-0.016339481,-0.00966518,0.03805605,-0.043137928,0.066663338,0.122415616,-0.017223065,0.01175933,0.101895373,0.025507105,-0.031595721,-0.092702509,0.050640629,0.005859786,-0.074317995,0.015864499,0.13184092,-0.071985735,0.061556334,-0.119282003,-0.123441825,0.153252728,-0.010010902,0.186962644,-0.025360266,0.186724932,0.427524168,0.722747603,-0.13747756,0.290504867,-0.034417568,-0.028599945,0.145414748,-0.212127416,0.221563064,-0.064276916,-0.152588307,0.049162501,-0.321108563,-0.143680256,0.007600622,-0.03374032,-0.020904423,-0.109409627,-0.057820466,0.273574603,0.037940131,-0.093610383,-0.198101182,-0.120037856,0.589883151,0.133803968,36.0992986,0.037265331
S7,0000007,Consumer Staples,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112729587,-0.164851569,-0.207385086,0.310178834,0.059856554,0.169373538,-0.189509243,0.315906158,0.101410955,-0.002259853,0.125930106,0.163180055,-0.01474299,-0.079774628,0.048709628,-0.094586865,0.276371379,0.076967841,-0.018925083,0.013932479,0.195424235,0.314942833,0.140060505,-0.02170195,-0.190430516,-0.018639792,0.02314728,0.18402601,0.310558067,0.036239955,0.021246228,0.031542684,0.193435747,0.091549121,-0.096702798,0.144294441,0.255365425,0.17697091,-0.084388642
S8,0000008,Consumer Staples,Brazil,0.088225684,-0.256076497,0.018059129,0.155628936,-0.251703282,0.217297637,-0.332749871,0.230093331,-0.240888771,0.068068646,0.143051629,-0.118532273,-0.177766306,0.127066342,-0.03410464,-0.123569469,0.11872319,0.31497413,-0.11725035,0.139715296,-0.02892916,-0.091050741,0.081451742,0.436083606,-0.135486519,-0.094584423,-0.0751102,0.054348926,-0.065687991,0.205032487,0.19943812,-0.505695831,-0.193991848,-0.220055264,0.039734584,-0.000948186,-0.035155743,0.01427713,0.021118321,0.13233911,0.08508565,-0.098230328,0.311134136,0.058791731,-0.162587963,0.186805087,0.038139647,-0.066049331,0.022693671,0.148344725,-0.184667187,0.295619736,-0.234692992,-0.179255619,0.048533261,-0.205907112,-0.162382738,-0.016425268,-0.091412463,-0.131674123,-0.04388213,0.031261466,0.118327986,-0.048356505,-0.109654751,0.040229306,-0.010327502,-0.09409448,-0.125303416,-0.091799353,0.015094411,-0.054993415,-0.009492687,0.041322094,0.011910656,0.170551376,0.140742123,-0.106326523,-0.034168119,0.089503045,0.091415949,-0.136893919,-0.019179907,-0.110147905,-0.109422349,-0.067778404,-0.066554578,0.044291302,0.074142324,-0.054304049,0.12835336,-0.089531888,-0.088398441,-0.006713254,-0.045349361,-0.018357392,0.150724143,-0.122355131,0.142225327,0.05687354,0.108150595,-0.010708029,0.084160971,0.119397467,0.004986431,-0.168592751,-0.005813584,-0.091148271,0.007354365,0.052040302,0.115120809,0.021141032,-0.034839705,-0.014767509,0.121306685,0.011388817,0.017567613,0.114227048,0.126925733,-0.03263573,0.030600219,0.084740251,0.150346429,-0.031235304,0.005083188,-0.176044543,-0.076731549,-0.096190207,0.041084226,0.058136868,0.004650259,-0.029336897,0.168553422,-0.122469779,0.068438745,0.152650418,-0.073215553,-0.060553186,0.016112743,0.10037092,0.107424348,-0.035882498,0.142290894,-0.015332953,0.003868173,0.176470284,-0.051627042,0.090710652,0.056827229,-0.068317727,-0.063340971,0.085938444,-0.005893919,-0.118419049,0.13528634,-0.072620647,-0.0451567,0.185474019,-0.004982176,0.179995481,-0.023225591,0.353189504,0.147430719,0.00871706,-0.137678234,0.107174827,-0.190421421,0.068948895,-0.179621412,-0.211776698,-0.126295704,-0.022391644,-0.143101839,0.235645416,0.212743991,-0.041110222,0.085310942,-0.067777885,0.002784953,-0.14165476,0.265859263,0.16362747,0.075333446,0.051387402,0.032398062,0.182076859,0.117094497,0.12765671,-0.022282515,-0.09403392,0.215199098,0.013859912,0.10086324,-0.051774934,-0.13901265,0.206812016,-0.052133587,0.047085526,-0.047399335,-0.166816966,-0.084903126,0.480285579,-0.037037973,0.097550365,-0.092163997,0.313395005,0.173124026,-0.008326384,0.029744758,0.016124535,0.038787529,-0.000375946,0.296962723,-0.04470637,0.051059857,0.054590724,-0.067616085,0.406721422,0.136968359,0.234240917,0.088563693,-0.09364584,-0.045012603,0.066793106,-0.028208323,0.33749716,0.316766517,-0.045213684,0.036797075,-0.007273672,-0.006946114,-0.034365786,0.017492881,-0.057197898,0.182461593,0.032818777,-0.029051674
S9,0000009,Consumer Staples,Peru,0.035268436,-0.107092904,0.032409003,0.156826562,0.004471087,-0.123012055,-0.205361189,0.170130459,-0.074683209,0.779088622,0.240437115,0.227530265,0.245011327,0.054097629,0.615243105,-0.295540746,-0.144866085,-0.016875391,-0.059247286,-0.020263293,0.066710593,0.18575781,-0.160587714,0.080644881,0.366232483,0.016675616,0.214479984,0.02306415,0.027618326,0.210999067,-0.017529075,-0.22887781,-0.024726027,-0.037988093,0.17760039,-0.151724558,-0.07485297,0.020203862,-0.028094385,0.025735664,0.063161032,-0.166971296,-0.050471839,-0.026294497,-0.056118123,0.004059076,0.036889584,0.094496236,-0.006961744,-0.057042827,-0.067743088,0.029450868,-0.17519329,-0.052259322,-0.029087909,0.028636299,-0.06067102,-0.056350079,-0.070994736,-0.036193779,0.065417718,0.039454862,-0.021270877,0.118369089,-0.062951546,-0.006872021,0.013979867,0.015208528,0.007557365,0.016386167,-0.026488487,-0.017885395,0.043524264,0.05209926,-0.006589631,0.151693176,-0.111182803,-0.087618152,0.138934054,0.328090447,0.782040305,-0.111400255,-0.092912561,0.082338854,-0.12561631,-0.144021523,-0.197185971,0.004315122,-0.039220751,0.020811816,0.069855243,-0.196513344,-0.040076281,-0.143227949,-0.226206182,-0.073615959,0.076483388,0.019584288,-0.046858104,0.149480852,0.166052728,-0.086104068,0.114364451,-0.111610924,0.106805671,-0.234710455,-0.007518968,0.015159623,0.008279834,-0.111115116,0.113526159,-0.129238805,0.115712259,-0.033721786,-0.126094259,-0.109638658,-0.178478071,-0.042150488,0.067580753,-0.02906871,-0.04245912,0.141569177,0.026045081,0.008174755,-0.048259657,-0.037695693,-0.084119198,-0.073620368,0.084942241,0.031091347,0.00806753,0.036646834,0.125558207,-0.149979563,-0.034005715,0.226828629,-0.135406796,0.36975354,-0.166440155,-0.083785887,-0.004041616,-0.022857746,0.2219294,0.373251533,0.05028702,0.234889889,0.215179475,0.02678143,-0.081259749,-0.166943364,-0.008033036,0.041245439,0.039344068,0.059964301,-0.021230458,-0.143394977,0.072141156,0.055287835,0.367191852,0.012326518,-0.090202393,0.167872836,-0.009749658,0.481048418,-0.172162341,-0.075568628,0.221223132,0.593221213,-0.570788015,-0.183491538,-0.072908555,-0.208840325,-0.046967235,0.001235579,-0.095099178,-0.047561201,0.068509941,-0.137965993,0.112506963,-0.20421089,0.014222382,0.099529029,-0.103125383,-0.032863374,0.116826288,-0.134281191,0.66928053,0.237769036,0.085459591,0.064188438,0.06292122,0.241436557,0.107999882,-0.153292802,-0.156691717,-0.028169746,0.245525352,0.151481518,0.713424908,-0.057451581,0.85955042,-0.00862284,0.042896889,-0.08104996,-0.002640548,0.249752377,0.362006684,-0.069998824,0.047969803,-0.058492478,-0.071790334,-0.00731698,0.057053959,0.272578339,0.096150397,-0.07548569,0.383866574,-0.010471614,-0.038873752,0.125586725,0.151293719,0.047551627,0.06535725,-0.088686416,-0.062655718,0.003204765,0.077059163,-0.138695384,0.047365432,-0.168063571,0.083499811,0.06222674,0.214308675,-0.029922577,-0.063037418,-0.106660979,-0.042410179
